skills,education,ID,Category
"PartnerPlus, The Perfect Putting Aid's","01/2008
 
Company Name
 
City
 
, Golfsmith.com, State
Education, L.E.N., ConAgra Foods, Bally Total Fitness, Directed BP Amoco's, PGA Tour, State
 
Public Relations
Activities, Platinum, SPONSORSHIP, AGENCY, the Golf Business Network, 01/2006
 
Company Name
 
City
 
, Butterfield Country Club, Current
 
Company Name
 
City
 
, CarDomain, 01/2009
 
Company Name
 
City
 
, LaSalle 
Bank, Mercedes-Benz, BUSINESS DEVELOPMENT, FOUNDER, SMB, Fisher-Price, PowerPoint, Oil, Business Development 
Â· Ideation 
Â, Platinum Clubs of America, PartnerPlus, Access, Excel, Outlook, Ruth Lake Country Club, GBN, 01/2004
 
Company Name
 
City
 
, Honors Business, Castrol Oil, NBC, NETWORK - MEMBERSHIP ORGANIZATION, Oak Park Country Club, NETWORK",20357858,BUSINESS-DEVELOPMENT
Excel,"Social Media, FLORIDA INTERNATIONAL UNIVERSITY, Data Collection, the Highest Praise,, Additional Information
Hold United States Permanent Resident, Miami Shores Country Club, Oracle, Maintence Operations, Coach, Epitome/WinAl, Adobe, Cassandra to Brown University, Extraordinary Ability 01, Current
 
Company Name, Business Development
 
, PowerPoint, Nike, GPA, Wilson, Bolletieri Tennis Academy, Luxilon, State, ZAGREB SCHOOL OF ECONOMICS & MANAGEMENT
 
GPA:",20427934,BUSINESS-DEVELOPMENT
"CRM, Highlights
Seasoned","the Business Development Department, Chrysler, State, State
 
Server & Lead Bartender
 
, State
 
Internet & Social, Dedicated Business Development Representative, State
 
Business Development Representative",20553895,BUSINESS-DEVELOPMENT
"Facebook, Instagram","Major Mortgage, Colorado State University, Large Institution, 06/2013
 
Company Name
 
City
 
, Icahn, Flexible Billing Program, Emerging Leaders Program, Sirius XM, Journalism and Technical Communication, Social Media Coordinator, 06/2012
 
Company Name
 
City
 
, Business Management
Personal Information, Current
 
Company Name
 
City
 
, Hershey, Waste Management, 01/2017
 
Company Name
 
City
 
, Samsung, Miami Stock Exchange, kier",20633855,BUSINESS-DEVELOPMENT
"Graduate of the Signature Series
 
, CRM, Excel","legislation)-Schick
Resident Safety Program, LEG, Oversee, Budget, IPC, The Zellman Group, Google - Analytics
Intermediate
, Developed a Sales and Service, Current
Business Development
 
Company Name, KPI, Content Management, Contract Negotiation, Clients, SQL, Google, Microsoft Office, Operational Management
 Â 
Identified, the TOS Development Program, Systems Coordinator
 
Company Name, Skills
Data, Sales & Service Specialist
 
Company Name, Client Interface
 Â 
Collaborated, Outlook, Power Point, Works, State
Identify, SPH, IVR",20748929,BUSINESS-DEVELOPMENT
"MBA, LTACH Evaluation Status, Associate of Arts
 
: 
General Studies","LTAC, CCM, Houston Community College System - Honors, Business Development
 
Company Name, Case Management West Houston Medical Center, Acute, Angleton-Danbury Medical Center
Brazosport Regional Health System, Methodist Hospital Medical Center, Tomball Nursing, Photograph, General Studies
 
, Houston Community College System, LTAC Marketing, Internal Medicine, Highlights
Excellent, West Houston Medical Center
Methodist Sugar Land Hospital, GPA, RN, the Sugar Land on Hwy 6, Awards
Atrium Medical Center - Certificate of Recognition, Angleton-Danbury Medical Center, Brazosport Regional Medical Center, University General Hospital, CBS Billboard",22025574,BUSINESS-DEVELOPMENT
,"Victorinox Swiss Army, International
Business Studied Abroad - Costa Rica, Regional Directors, Coordinated, Completed International, Business Administration, Highlights
Business Development
Inventory Management
Sales Analysis & Forecasting
Marketing
Product Strategy
Bilingual - English, Product Development, Skills
Army, Liaise with Product Development, INTERNATIONAL BUSINESS DEVELOPMENT, Sales Analysis & Forecasting, Edwardsville
 
Business Administration, Ocean Export Coordinator
 
Company Name, KPI, Current
International Business Development Manager
 
Company Name, International Business
 
Southern Illinois University of",22423839,BUSINESS-DEVELOPMENT
"Values in Action Award, CRM, Yuban 2012 Integrated Marketing Campaign, Award, Budget, Fifo","Florida Essentials of Financial
Management, 12/2012
 
Company Name
 
City
 
, Instant Coffee Plastic Jar, London
 
University of North Florida, Project Management, New Product Commercialization Effective Negotiator Manufacturing Processes Change
Management Operations Management Build Dynamic, 01/2012
 
Company Name, SVC, Project Engineer, Jar, Account Management, Change Management, State
 
Co-, Coggin School of Business
 
City
 
, IMC, FDOT, Warehouse Management, Kraft, Operations, Colombia Professional Recognitions Kraft Foods, FIFO, Kraft Foods Latino Council, Current
 
Company Name
 
City
 
, Highlights
Business Development Cross Functional, Kraft Foods Delegate, US
 
University of North Florida, Manufacturing Processes, Marketing Strategy, Coffee
Bean Brilliance Award, Kraft Foods, MH / Yuban Instant Coffee, Sun Yan Set University, Coggin School of Business Master of Business Administration Jacksonville, Business Development, Mitigation, Sales, Integrated Marketing Campaign, Coffee Bean Brilliance Award, New Product Development, Customer Relationship Management, Organization Latinos, Marketing, Marketing Campaign, Promotional, Management
 
EAFIT University
 
EAFIT University Bachelor, OEE, NYC, SAP, HACE Leadership Academy, Operations Management, Project Engineer Jacksonville, KFT, Financial Management, Lincoln Led, MES, Bachelor of Science
 
: 
, State, P&L Accountable",22765255,BUSINESS-DEVELOPMENT
The Weather Channel,"Journalism University of Oklahoma
Marketing Strategies for Growth,, Education
 
University of North Carolina, ABC News, Bloomberg L.P., Viacom, Communications
 
University of Tennessee
 
Master of Science, Communications University of Tennessee
Bachelor of Arts
 
, DC EcoWomen, Blogger, Major League Baseball, Building Design, Building Materials, Business Week, Healthcare, Joint Ventures, Health, Personal Finance, the Wounded Warrior Project, US
 
Marketing Strategies for Growth, CPL, Current
 
Company Name, Google, the National Football League, The American Chemical Society - Developed, CBS Sportsline, Journalism
 
University of Oklahoma
 
Bachelor of Arts, Business Development
 
, American Greetings, Alliance Partnerships, Education, Content Strategy, Business Development, The Associated Press, Business Plan, Clients, Product Development, Restructuring, Increase, Pricing, Budget Management, Games, Joint Venture, State
 
Led, Reuters, Media Relations, AOL, Skills
Marketing, Marketing Strategy,, Hachette-Filipacchi, Veterans' Affairs, Executive Educatio University, Partner Marketing, NBC, Charter Communications, State",23396633,BUSINESS-DEVELOPMENT
,"Kansas State University, Account Executive
 
Company Name, Financial Analysis
Detail, State
 
Public Relations and Marketing
Skills
Customer Relationship Management, Current
Business Development Executive
 
Company Name, Sales Representative
 
Company Name, GPO, BUSINESS DEVELOPMENT",23568641,BUSINESS-DEVELOPMENT
"The Treasure Coast, The Treasure Coast Tourism Committee, I-95, Excel","the District Managers, The Academy of Travel & Tourism, LLC, State
Management Trainee, Management
 
Xavier University, the Food & Beverage Division, The Tourist Information Center, The Stuart\Martin County Chamber of Commerce, Market Master, the Council of Chambers, Pineapple Festival, The Jensen Beach Chamber, Ramada, State
Marketing & Finance, The International Game Fish Association, MRC, The Junior League, Guest Services, Academy of Travel & Tourism, Catering and Restaurant Management, The Jensen Beach Chamber of Commerce Travel
Auction, The Hutchinson Island Tourism Development Council Committee, Professional Affiliations
American Hotel Motel Association of Palm Beach, Restaurant
Management, Sales, the District Mangers, State
Marketing and Management Company, Resort, Hutchinson Island Tourism Committee, Financial, Indian River Plantation Resort & Yacht Harbor, Duty,, The Soroptomist International Travel Auction, Hotel Motel Association, Leading Group, The International
Game Fish Tournament Observers, The Hobe Sound Chamber of Commerce, Lifetime Honorary Advisor, Sales & Marketing Association, Chamber of Commerce, Credit, FLAUSA, the Federal Credit Cart Act, The Martin County Cultural Arts Travel Auction, Current
 
Company Name, The Jensen Beach Chamber of Commerce Travel Auction, the Information Center, Group, Power Point, Historical Society, The Chamber of Commerce of Palm Beach, The Ramada Inn,, Outlook Express, Market, Marketing and Management, Conference Services & Catering,, CRS, Property, State
 
Management
M.B.A, Xavier University, Memberships FLAUSA Kiwanis International of, Pineapple Festival of, The Jensen Beach Chamber of Commerce, House, Skull International of Palm Beach, Economic Council, The Palm Beach Hospitality Sales &
Marketing Travel Auction, Hibiscus House for, Group Sales, Conference Services, FL, The Hobe Sound
Chamber of Commerce, Martin County Travel Auction, Accelerated Financial Center, The Palm Beach Hospitality Sales & Marketing Travel Auction, Tourism Development Council Committee, Additional Information
Volunteer Services",24412546,BUSINESS-DEVELOPMENT
CRM,"Customer
Driven
Experience
05/2009
 
, AC Transit, Business Development
 
Company Name, Â University, CPS Advanced Management Training Program, Class A Office Properties, Cold Calling,, Presbyterian Hospital, CoreNet - Northern California
Skills
Client Relations, Business Development, Project and Area Managers, BART, State
 
Business Administration Marketing /
Management
Activities, University of
, Cousins Properties, Develop, GBTA, University of California, International
Facility Managers Association, Assisted General, Crescent Real Estate Equities, BOMA Silicon Valley, Profit, Association for Commuter Transportation - Northern California Board, Wakefield, Equity Office Properties, Business Administration Marketing / Management
 
East Central University, Liaison for Union Contracts, Skills
Business Development, Client Relationship Builder, Financial Analysis, Marketing Transportation Route Planning and Analysis",24647386,BUSINESS-DEVELOPMENT
"04/1996
 
, CRM, CA, Realtors","Sales Operations and Business Development
 
, 08/2009
 
Company Name, 08/2011
 
Company Name, 06/2014
 
Company Name
 
- 
City
 
, Business Development
 
, UI, University of Phoenix
 
- 
City
 
, USA
Biology/Pre-Medicine
 
, Owner
 
, Current
 
Company Name",24964303,BUSINESS-DEVELOPMENT
,"Current
Business Development Consultant
 
Company Name, Sales Agent
 
Company Name, Sales Representative
 
Company Name, State
 
Liberal Arts
Environmental Studies, Liberal Arts Environmental Studies Geography
 
UNIVERSITY OF MINNESOTA",25370801,BUSINESS-DEVELOPMENT
Negotiation,"State
 
Documentation, Budgeting, Cross-functional Team Leadership, Business Analysis, Access, Customer Relations, Microsoft, State
 
Business Development, Business Analyst, Project Coordinator, Python, Oracle, Business Professional, Microsoft Excel, Business Development and Data Analytic
Ambitious, Quality Control, Quality Assurance, Research, Oracle
Education, SPSS, University of Miami
 
City
 
, SQL, Intern, Quality Assurance, State
 
Bachelor of Arts
 
: 
Economics, Project, Organization, Advanced Presentation, Tactical Planning
Flexible, SAP, State
 
Data 
Analyst, Power Point
Analytical, Microsoft Excel and Word, Entry Level Business, Advanced Adobe",25397102,BUSINESS-DEVELOPMENT
"Microsoft Word
Work Experience
","Core Qualifications
Operations, Professional Summary, 03/2015
Customer Service Call Center, Microsoft PowerPoint Microsoft Office, Microsoft Outlook Microsoft Excel, Call Center
 
Company Name, Business Development Manager
 
Company Name, Advertising Computer-savvy, Customer Service",25813953,BUSINESS-DEVELOPMENT
"The Peter England, Product Training"" Program, â€¢ Supervising, â€¢ Cleaning","Retail Stores, Assn. & Flying Machine, P.G College, the Floor Target Achievement, Stores- Maintenance & Supervising, MS-Office, PCH Lifestyle Ltd., K.G.R.L Degree College, Premium, Post-Graduation MCA, â€¢ Stock, â€¢ Ordering, ITC LRBD Head Office, C.C.A, Retailers, PCH Life Style Ltd., MBO, Best B.D.M Award, Bachelor's, Tally & Focus Integrated ERP, Marketing Team, Degree College
Bachelor's Degree in, Coastal Andhra Pradesh, Jul 2010
 
Company Name, Highest, Company/Brand, Current
 
Company Name, Company, Shopper,Tally,Voyager, FASHION QUOTIENT Stores, Andhra Pradesh, Arvind Brands Ltd., Retail Garment Stores, Venue Bookings for Channel Sales, FOOR, Highlights
â€¢Organizational, K.G.R.L P.G College, Andhra University, â€¢ Good Team, EBO, Qatar Valid Driving
Skills
â€¢Proficient, Aditya Birla Group, Coastal A.P.
, PCH Corporate Office, Double Brand, â€¢ Convening, Performance, Mar 2014
 
Company Name",26278597,BUSINESS-DEVELOPMENT
"Core Accomplishments
Data Organization
 Â","Critical Thinking, Data Collection, Data Entry, System Technology Specialist, Coordinated, Microsoft Office, Microsoft Excel, Client Relations, Executive Management Support, Professional Experience
Business Development
 
, RFI, Project Administrator, Minute Taking, Multi-Task Management, Organizational Skills, Spreadsheets, Customer Service
 Â",26581830,BUSINESS-DEVELOPMENT
